id,ime,država,gorovje,višina,širina,dolžina,vrsta,število ogledov,priljubljenost,mesto na lestvici priljubljenosti,število slik,število poti
10221,Kovačičeva glava,Slovenija,Julijske Alpe,1827,46.31981,13.8023,vrh,225427,63,1285.,6,1
10222,Slap Suha,Slovenija,Julijske Alpe,950,46.30581,13.85786,slap,293361,70,1036.,3,1
10224,Mala Mojstrovka,Slovenija,Julijske Alpe,2332,46.43725,13.73111,vrh,875146,99,34.,9,5
102248,Spodnji Rokav,Slovenija,Julijske Alpe,2500,46.43063,13.82878,vrh,345433,76,840.,1,1
10228,Zelenci,Slovenija,Julijske Alpe,845,46.49235,13.73771,jezero,511422,91,305.,12,3
10229,Počitniški dom v Možnici,Slovenija,Julijske Alpe,793,46.38443,13.56775,"koča, bivak",325448,74,911.,3,1
1023,Triglavski dom na Kredarici,Slovenija,Julijske Alpe,2515,46.37891,13.84928,"vrh, koča, cerkev",725311,98,67.,16,9
10230,Mladinski izobraževalni center v Bavšici,Slovenija,Julijske Alpe,725,46.36914,13.63367,planina,220016,62,1309.,4,1
102309,Lopatnik,Slovenija,Julijske Alpe,2012,46.2868,13.6493,vrh,422238,84,568.,16,1
10231,Logje,Slovenija,Julijske Alpe,840,46.37498,13.63454,planina,329836,74,891.,4,1
102318,Rigljica,Slovenija,Julijske Alpe,2074,46.4581,13.80653,vrh,338025,75,873.,0,1
10232,Slap Virje,Slovenija,Julijske Alpe,400,46.33494,13.51418,"slap, jezero",416192,83,593.,4,1
102324,Lipenšči hrib,Slovenija,Julijske Alpe,1375,46.354,13.9572,vrh,222144,62,1301.,4,1
102325,Gradišče (Bodešče),Slovenija,Julijske Alpe,499,46.3435,14.1392,vrh,219563,62,1311.,4,2
102326,Sveti Lenart (Bodešče),Slovenija,Julijske Alpe,485,46.3437,14.1393,cerkev,193859,59,1411.,5,2
10233,Slap Parabola,Slovenija,Julijske Alpe,700,46.40195,13.60737,"slap, jezero",404079,82,631.,4,1
10234,Izvir Glijuna,Slovenija,Julijske Alpe,450,46.3352,13.51064, ,294127,70,1033.,4,1
10235,Korita Soče pri Kršovcu,Slovenija,Julijske Alpe,390,46.33341,13.59312, ,323068,73,921.,2,1
102372,Veliki Karman / Monte Chiampon,Italija,Julijske Alpe,1713,46.2946,13.1815, ,260150,66,1158.,2,3
102374,Lopič / Monte Plauris,Italija,Julijske Alpe,1958,46.3592,13.1959, ,283500,69,1069.,2,2
102375,Mali Karman / Monte Cuarnan,Italija,Julijske Alpe,1372,46.2787,13.1866, ,201137,60,1387.,1,1
10240,Slemenova špica,Slovenija,Julijske Alpe,1911,46.44584,13.7266,"vrh, planina",878814,99,32.,11,6
10241,Bivak pod Luknjo,Slovenija,Julijske Alpe,1480,46.39127,13.82189,bivak,472410,88,414.,4,1
10242,Aljažev dom v Vratih,Slovenija,Julijske Alpe,1015,46.40904,13.84339,"koča, bivak, cerkev",560519,94,207.,11,1
10243,Planina v Lazu,Slovenija,Julijske Alpe,1560,46.32882,13.82552,planina,464537,87,433.,10,2
102436,Jezero Kreda,Slovenija,Julijske Alpe,715,46.4488,13.9286,jezero,15503,42,2016.,9,2
102439,Gogalova lipa,Slovenija,Julijske Alpe,725,46.4319,13.9533, ,2968,33,2310.,3,2
102440,Tonkina koča na Vršiču,Slovenija,Julijske Alpe,1380,46.4389,13.7538,koča,20369,42,1999.,3,1
102442,Slap Šum v Blejskem Vintgarju,Slovenija,Julijske Alpe,520,46.4006,14.0987,slap,10080,40,2062.,8,1
102443,Sveta Katarina na Homu,Slovenija,Julijske Alpe,634,46.3945,14.108,cerkev,9611,40,2066.,4,2
102452,Kres nad Kočno,Slovenija,Julijske Alpe,890,46.419,14.0789,vrh,2954,33,2313.,8,1
102453,Spominsko obeležje Aleš Kunaver,Slovenija,Julijske Alpe,660,46.4127,14.0895, ,3756,35,2248.,3,1
102457,Žerjavec (Kavče),Slovenija,Julijske Alpe,805,46.4159,14.0853,vrh,2713,32,2346.,9,2
10246,Planina Spodnja Grintovica,Slovenija,Julijske Alpe,1175,46.33191,13.86584,planina,358158,77,796.,2,2
102463,Hom pri Bledu,Slovenija,Julijske Alpe,834,46.39476,14.0931,vrh,12576,41,2035.,8,3
102468,Vrše,Slovenija,Julijske Alpe,850,46.4077,14.0882,vrh,3727,35,2255.,5,2
102469,Boršt,Slovenija,Julijske Alpe,931,46.4011,14.0829,vrh,5824,38,2136.,9,3
10247,Planina Zgornja Grintovica,Slovenija,Julijske Alpe,1250,46.32841,13.86507,planina,374059,79,737.,10,2
102490,Blejski grad,Slovenija,Julijske Alpe,599,46.3697,14.1004, ,14166,41,2024.,6,1
102491,Police,Slovenija,Julijske Alpe,1184,46.4016,14.0128,vrh,2597,31,2367.,3,1
102492,Planina Ravne,Slovenija,Julijske Alpe,956,46.4121,14.006,planina,2788,32,2338.,4,1
102516,Spodnje Mangartsko jezero,Italija,Julijske Alpe,924,46.4821,13.6733,"koča, jezero",5152,37,2167.,12,3
102518,Slatnik (jugovzhodni vrh),Slovenija,Julijske Alpe,1597,46.23455,13.99907,vrh,8254,40,2083.,3,5
10253,Planina Zgornja Krma,Slovenija,Julijske Alpe,1720,46.3682,13.86771,planina,462330,87,443.,6,1
10254,Pršivec,Slovenija,Julijske Alpe,1761,46.2973,13.82122,vrh,611215,96,143.,9,7
10255,Planina Viševnik,Slovenija,Julijske Alpe,1625,46.30592,13.81746,"koča, planina",526682,92,273.,14,4
10256,Mali Draški vrh,Slovenija,Julijske Alpe,2132,46.36324,13.89252,vrh,557329,94,217.,16,8
102562,Studor,Slovenija,Julijske Alpe,1002,46.29553,13.90745,"vrh, jezero, planina",15430,41,2017.,3,3
10257,Križ,Slovenija,Julijske Alpe,2410,46.41006,13.81101,vrh,598252,96,152.,9,8
102571,Veliki Babanski Skedenj,Slovenija,Julijske Alpe,2121,46.3336,13.4612,vrh,17250,42,2004.,9,1
102576,Jamnikov spodmol,Slovenija,Julijske Alpe,720,46.4172,14.0844, ,2050,29,2447.,4,1
10258,Zgornje Kriško jezero,Slovenija,Julijske Alpe,2158,46.40847,13.80578,jezero,503552,91,324.,7,2
10259,Jezerski Stog,Slovenija,Julijske Alpe,2040,46.33838,13.8449,vrh,520558,92,287.,12,6
1026,Rž,Slovenija,Julijske Alpe,2538,46.38155,13.8591,vrh,499964,90,332.,14,4
10260,Planina Jezerce,Slovenija,Julijske Alpe,1720,46.33733,13.83825,"jezero, planina",422881,84,567.,3,2
102606,Vodnikov razglednik,Slovenija,Julijske Alpe,1017,46.3023,13.977,vrh,22910,42,1990.,5,2
10261,Poštarski dom na Vršiču,Slovenija,Julijske Alpe,1688,46.43244,13.74758,koča,474238,88,408.,10,6
102615,Ajdovski gradec,Slovenija,Julijske Alpe,580,46.27941,13.96267,vrh,9240,40,2070.,10,2
10262,Tičarjev dom na Vršiču,Slovenija,Julijske Alpe,1618,46.43278,13.74439,koča,476001,88,402.,7,3
10263,Brda,Slovenija,Julijske Alpe,2008,46.38497,13.92546,vrh,518666,92,290.,9,9
102632,Grušnica,Slovenija,Julijske Alpe,1570,46.2391,13.7504,vrh,6070,38,2126.,8,6
102633,Javor (nad Tolminskimi Ravnami),Slovenija,Julijske Alpe,1363,46.234,13.7592,vrh,2480,31,2387.,4,4
102637,Peč (razgledišče),Slovenija,Julijske Alpe,650,46.27562,13.91005,vrh,19140,42,2001.,2,1
102649,Gradovec,Slovenija,Julijske Alpe,1692,46.2396,13.8857,vrh,3150,34,2291.,7,4
102658,Visoka peč,Slovenija,Julijske Alpe,1749,46.4668,13.7353,vrh,21530,42,1995.,6,4
102659,Bedančev dom,Slovenija,Julijske Alpe,1116,46.4836,13.7622,koča,25000,42,1987.,2,1
102673,Mangartska planina,Slovenija,Julijske Alpe,1295,46.4296,13.6089,planina,7640,39,2091.,7,1
102680,Podrta gora,Slovenija,Julijske Alpe,2061,46.26114,13.76907,vrh,20510,42,1998.,3,3
10269,Mihov dom na Vršiču,Slovenija,Julijske Alpe,1085,46.44342,13.77177,koča,413871,83,598.,6,1
1027,Rjavina,Slovenija,Julijske Alpe,2532,46.39185,13.88088,vrh,652149,97,107.,24,9
10270,Koča na Gozdu,Slovenija,Julijske Alpe,1226,46.43964,13.76252,koča,473836,88,410.,3,1
102708,Goličica,Slovenija,Julijske Alpe,2101,46.39976,13.77074,vrh,23080,42,1989.,6,1
10271,Ruska kapelica,Slovenija,Julijske Alpe,1130,46.44288,13.7679,cerkev,350737,76,823.,5,1
10272,Erjavčeva koča na Vršiču,Slovenija,Julijske Alpe,1525,46.43921,13.74934,koča,497708,90,338.,8,2
102725,Velika Baba (Kanin),Slovenija,Julijske Alpe,2148,46.3329,13.4494,vrh,16850,42,2006.,7,1
10273,Šitna glava,Slovenija,Julijske Alpe,2087,46.43914,13.73879,vrh,507403,91,311.,7,1
102763,Hotunjski vrh,Slovenija,Julijske Alpe,1107,46.3652,14.0407,vrh,13200,41,2031.,2,6
102772,Sveti Janez Krstnik (Ribčev Laz),Slovenija,Julijske Alpe,532,46.2786,13.8866,"jezero, cerkev",5760,38,2139.,5,1
102773,Koča pri Savici,Slovenija,Julijske Alpe,653,46.28979,13.8024,koča,14220,41,2023.,10,3
102774,Zgornji Goreljek (Pokljuka),Slovenija,Julijske Alpe,1260,46.3358,13.9632,"koča, planina, cerkev",8190,40,2084.,9,5
102775,Spodnji Goreljek (Pokljuka),Slovenija,Julijske Alpe,1222,46.3304,13.9821,planina,4540,36,2197.,4,1
102785,Turn (nad Bohinjsko Belo),Slovenija,Julijske Alpe,1249,46.3392,14.0366,vrh,3600,34,2263.,4,5
102786,Belska planina,Slovenija,Julijske Alpe,1237,46.3367,14.0224,planina,5840,38,2135.,10,4
102787,Planina Ilovec,Slovenija,Julijske Alpe,1170,46.3295,14.0333,planina,1160,24,2616.,6,1
10279,Slatna,Slovenija,Julijske Alpe,2077,46.32859,13.80486,vrh,421000,83,576.,2,3
102797,Florjanka / Monte Florianca,Italija,Julijske Alpe,1653,46.4853,13.5471,"vrh, jezero",5200,37,2165.,5,2
102799,Velika Montura,Slovenija,Julijske Alpe,1958,46.287,13.7116,vrh,8820,40,2072.,9,2
10280,Kreda,Slovenija,Julijske Alpe,2025,46.32648,13.80956,vrh,453457,87,461.,6,2
102800,Lopa,"Italija, Slovenija",Julijske Alpe,2406,46.3703,13.49434,vrh,11770,41,2039.,10,2
102820,Visoka Bela Špica / Cima Alta di Riobianco,Italija,Julijske Alpe,2257,46.423,13.5187,"vrh, bivak",9590,40,2067.,2,1
102830,Jezero Jasna,Slovenija,Julijske Alpe,830,46.4748,13.7833,"koča, jezero",18610,42,2002.,15,1
102848,Prestreljeniško okno,"Italija, Slovenija",Julijske Alpe,2391,46.36112,13.46989, ,25490,42,1986.,7,3
10285,Kotovo sedlo,Slovenija,Julijske Alpe,2134,46.4304,13.68128,sedlo,482395,89,380.,2,2
10286,Dom v Tamarju,Slovenija,Julijske Alpe,1108,46.44605,13.7134,"koča, planina, cerkev",641852,97,120.,10,3
10290,Slatnik (severozahodni vrh),Slovenija,Julijske Alpe,1609,46.23708,13.99341,vrh,465210,88,430.,9,5
10291,Vrh Razora,Slovenija,Julijske Alpe,1893,46.37598,13.91362,vrh,396874,81,660.,4,3
10292,Planina pod Mišelj vrhom,Slovenija,Julijske Alpe,1645,46.34973,13.84596,"jezero, planina",389681,80,684.,11,7
102930,Okrepčevalnica Slap Voje,Slovenija,Julijske Alpe,745,46.3293,13.8782,koča,6880,39,2109.,3,1
102931,Slap Mostnice,Slovenija,Julijske Alpe,773,46.3305,13.8755,slap,16110,42,2013.,4,1
102932,Planina Blatce,Slovenija,Julijske Alpe,888,46.2974,13.8991,planina,2615,31,2362.,5,2
102948,Planina v Prodih,Slovenija,Julijske Alpe,1070,46.2284,13.8315,planina,2960,33,2312.,4,1
102975,Gregorčičev slap,Slovenija,Julijske Alpe,390,,,slap,11280,41,2046.,2,1
102984,Planina Zagreben,Slovenija,Julijske Alpe,1240,46.29848,13.65017,planina,2310,30,2418.,10,1
102986,Vogel (nad Lepeno),Slovenija,Julijske Alpe,1980,46.28518,13.66587,vrh,6410,39,2117.,7,2
102988,Veliki Lemež,Slovenija,Julijske Alpe,2042,46.2882,13.6721,vrh,13360,41,2029.,13,2
102990,Kredarica,Slovenija,Julijske Alpe,2541,46.3801,13.8524,vrh,44170,43,1982.,6,1
102992,Planja (nad Mangartsko planino),Slovenija,Julijske Alpe,1553,46.4263,13.6154,vrh,2030,29,2450.,4,1
102996,Ožarjeni kamen,Slovenija,Julijske Alpe,960,46.28955,13.83164, ,5820,38,2137.,7,1
102998,Srednji vrh (na Matajurju),Slovenija,Julijske Alpe,1320,46.2088,13.5655,vrh,1300,25,2591.,3,1
102999,Visoka glava (na Matajurju),"Italija, Slovenija",Julijske Alpe,1540,46.218,13.5255,vrh,1962,29,2459.,3,1
103,Mali Triglav,Slovenija,Julijske Alpe,2725,46.37683,13.84315,vrh,531808,92,266.,4,3
103001,Sv. Peter in Pavel (Perati),Slovenija,Julijske Alpe,812,46.2028,13.5942,cerkev,905,22,2687.,3,1
103024,Jezerska planina / Alpe del Lago,Italija,Julijske Alpe,1006,46.4671,13.6614,planina,2210,30,2425.,6,1
103025,Črni vrh / Colrotondo,Italija,Julijske Alpe,1486,46.475,13.6534,vrh,2819,32,2335.,7,2
10308,Vrtaška planina,Slovenija,Julijske Alpe,1462,46.45333,13.9042,"bivak, planina",428220,84,551.,13,2
103086,Izvir Nadiže,Slovenija,Julijske Alpe,1232,46.4484,13.707,slap,16670,42,2010.,2,1
10310,Rodica,Slovenija,Julijske Alpe,1966,46.22774,13.86519,vrh,708943,98,74.,9,10
103101,Malga Cuarnan,Italija,Julijske Alpe,1070,46.2842,13.1788,koča,749,21,2735.,1,1
103102,Izvir Lipnika,Slovenija,Julijske Alpe,660,46.3846,14.0266, ,1450,26,2558.,3,1
103103,Jezerce v dolini Radovne,Slovenija,Julijske Alpe,657,46.3905,14.0189,jezero,1870,28,2476.,2,1
103104,Jezero Kreda v dolini Radovne,Slovenija,Julijske Alpe,674,46.4166,13.9916,jezero,2370,30,2407.,6,1
10311,Planina Suha,Slovenija,Julijske Alpe,1385,46.24169,13.85591,planina,398585,81,657.,8,5
103111,Rifugio Brunner,Italija,Julijske Alpe,1432,46.42357,13.53081,koča,1730,27,2508.,9,1
103137,Stara koča na Kaninu,Slovenija,Julijske Alpe,1814,46.3436,13.47597, ,3597,34,2264.,6,1
103139,Vrh Osojnic,Slovenija,Julijske Alpe,2371,46.3584,13.4651,vrh,5442,38,2153.,2,3
103151,Planinsko zavetišče Slatna,Slovenija,Julijske Alpe,1023,46.48802,13.71391,koča,2500,31,2384.,3,1
103193,Gozdarska koča Mali Vokel,Slovenija,Julijske Alpe,1145,46.3525,14.0287, ,845,21,2710.,4,3
103195,Lovska koča Mali Vokel,Slovenija,Julijske Alpe,1193,46.353,14.0259, ,632,19,2775.,2,4
103196,Berjanca,Slovenija,Julijske Alpe,1264,46.3546,14.0203,vrh,2859,33,2325.,5,5
103197,Rečiška planina,Slovenija,Julijske Alpe,1265,46.3498,14.0106,planina,1190,24,2609.,5,4
103198,Grajska planina (Ribšca),Slovenija,Julijske Alpe,1210,46.3428,13.9984,"jezero, planina",1920,29,2463.,9,4
103199,Mlina peč,Slovenija,Julijske Alpe,506,46.351,14.0657,vrh,815,21,2716.,4,1
103203,Planina Zgornji Kozjek,Slovenija,Julijske Alpe,1230,46.4296,14.0017,planina,873,22,2699.,6,1
10321,Visoka Vrbanova špica,Slovenija,Julijske Alpe,2408,46.39132,13.86163,vrh,572652,95,186.,11,6
10323,Ogradi,Slovenija,Julijske Alpe,2087,46.33469,13.83342,vrh,531997,92,265.,10,3
10325,Lanževica,Slovenija,Julijske Alpe,2003,46.29681,13.72491,vrh,511731,91,304.,14,6
10326,Bogatin,Slovenija,Julijske Alpe,1977,46.28163,13.73508,vrh,572143,95,189.,10,4
10327,Mahavšček,Slovenija,Julijske Alpe,2008,46.27747,13.73621,vrh,521697,92,285.,8,6
10328,Dom Petra Skalarja na Kaninu,Slovenija,Julijske Alpe,2260,46.35371,13.46864,koča,452409,86,468.,8,3
103289,Poldnik (Kopa) / Picco di Mezzodi,Italija,Julijske Alpe,2063,46.45951,13.63677,vrh,8640,40,2077.,3,1
10329,Planina Leskovca,Slovenija,Julijske Alpe,1230,46.24888,13.67888,planina,363648,78,770.,1,1
103297,Mali vrh (na Mežakli),Slovenija,Julijske Alpe,1389,46.4485,13.9511,vrh,1900,28,2467.,2,2
103299,Risnati rob (Polevec),Slovenija,Julijske Alpe,1438,46.44325,13.94608,vrh,1160,24,2619.,1,2
1033,Stenar,Slovenija,Julijske Alpe,2501,46.40795,13.81896,vrh,700864,98,82.,17,5
10330,Jezero v Lužnici,Slovenija,Julijske Alpe,1801,46.25519,13.68558,jezero,436810,85,526.,6,3
10332,Sleme,Slovenija,Julijske Alpe,2077,46.45172,13.87177,vrh,594425,96,155.,5,3
103333,Slapovi v Kotu,Slovenija,Julijske Alpe,1050,46.40524,13.88722,slap,2600,31,2370.,5,1
103334,Kucelj (Julijske Alpe),Slovenija,Julijske Alpe,2372,46.4273,13.81923,vrh,4700,36,2189.,15,1
103353,Blejsko jezero,Slovenija,Julijske Alpe,475,46.36502,14.08872,"jezero, cerkev",5230,37,2163.,24,1
10339,Debeli vrh nad Lipanco,Slovenija,Julijske Alpe,1962,46.37324,13.91123,vrh,466141,88,425.,7,5
10340,Bivak pod Špikom,Slovenija,Julijske Alpe,1424,46.45705,13.81836,"koča, bivak",462326,87,444.,2,2
10341,Planina Klek,Slovenija,Julijske Alpe,1556,46.39407,13.96161,planina,419186,83,582.,8,2
10342,Koča na Uskovnici,Slovenija,Julijske Alpe,1154,46.32053,13.90957,"koča, planina, cerkev",662951,97,99.,24,7
103425,Kamin Široka polica,Slovenija,Julijske Alpe,780,46.27738,13.91286, ,2900,33,2319.,5,1
103446,Planina Zapotok,Slovenija,Julijske Alpe,1385,46.38288,13.68511,planina,3500,34,2268.,8,1
10345,Črna gora,Slovenija,Julijske Alpe,1350,46.43525,13.91178,"vrh, bivak",405304,82,627.,4,1
103465,Zagorelec,Slovenija,Julijske Alpe,2090,46.3791,13.67051,vrh,3400,34,2273.,14,2
103474,Plešivec,Slovenija,Julijske Alpe,1962,46.36113,13.51611,vrh,2090,29,2442.,1,1
103476,Velika Glava,Slovenija,Julijske Alpe,1883,46.36286,13.77096,vrh,1040,23,2652.,2,2
103478,Vratni vrh,Slovenija,Julijske Alpe,1983,46.36069,13.51135,vrh,1470,26,2557.,6,1
103485,Trentski Pelc,Slovenija,Julijske Alpe,2116,46.38609,13.70958,vrh,5060,37,2173.,1,1
103493,Šmihelovec,Slovenija,Julijske Alpe,2118,46.37561,13.66734,vrh,2510,31,2382.,14,2
1035,Prestreljenik,"Italija, Slovenija",Julijske Alpe,2499,46.36214,13.47237,vrh,544670,93,241.,8,7
103520,Lisc (Lisec),Slovenija,Julijske Alpe,1653,46.24028,13.92782,vrh,4180,36,2209.,7,1
103558,Zapotoški slapovi,Slovenija,Julijske Alpe,1140,46.38651,13.6926,slap,2380,30,2409.,8,1
103563,Planina Berebica,Slovenija,Julijske Alpe,1248,46.37589,13.71676,planina,1350,25,2580.,9,1
103564,Lovska koča Berebica,Slovenija,Julijske Alpe,1590,46.38603,13.72203,"planina, sedlo",1270,25,2595.,7,1
103565,Laghetto di Somdogna,Italija,Julijske Alpe,1447,46.45933,13.44731,jezero,517,18,2836.,7,1
103566,Krniška glavica / Jof di Sompdogna,Italija,Julijske Alpe,1889,46.45313,13.43918,"vrh, bivak",4540,36,2198.,12,2
103568,Brinova glava,Slovenija,Julijske Alpe,1586,46.42819,13.85417,vrh,1880,28,2474.,5,1
103570,Na Glavi,Slovenija,Julijske Alpe,1666,46.38446,13.72422,vrh,985,23,2668.,5,1
103575,Malga Granuda,Italija,Julijske Alpe,1501,46.48092,13.40444,planina,388,16,2907.,15,2
103580,Monte Gosadon,Italija,Julijske Alpe,1968,46.47276,13.41588,vrh,980,23,2669.,10,4
103585,Cima Vildiver (Dve špici),Italija,Julijske Alpe,2008,46.47694,13.423,vrh,572,18,2811.,11,2
103589,Vršac (nad Zadnjo Trento),Slovenija,Julijske Alpe,2113,46.40038,13.68168,vrh,1560,26,2542.,14,2
103597,Vrh Laške Planje,"Italija, Slovenija",Julijske Alpe,2448,46.3441,13.44424,vrh,2900,33,2324.,15,1
103602,Bivak v Veliki Dnini,Slovenija,Julijske Alpe,2180,46.43836,13.81932,bivak,3250,34,2286.,15,1
103692,Glava za Bajto,Slovenija,Julijske Alpe,2131,46.32571,13.74176,vrh,981,23,2670.,1,1
10373,Kobla,Slovenija,Julijske Alpe,1498,46.23387,13.96483,vrh,478416,89,390.,6,4
10374,Batognica,Slovenija,Julijske Alpe,2164,46.26349,13.66837,vrh,562846,94,201.,6,10
10378,Prevalski Stog,Slovenija,Julijske Alpe,2075,46.34432,13.8373,vrh,440940,85,515.,10,5
103821,Škrbinjek,Slovenija,Julijske Alpe,1341,46.46621,13.77279,vrh,893,22,2692.,3,1
10383,Debeli vrh,Slovenija,Julijske Alpe,2390,46.3408,13.81513,vrh,527914,92,270.,12,1
10384,Zadnji Vogel,Slovenija,Julijske Alpe,2327,46.3402,13.7978,vrh,462451,87,441.,5,1
10385,Velika Zelnarica,Slovenija,Julijske Alpe,2320,46.34246,13.79081,vrh,503653,91,323.,9,4
103858,Visoki Pipar,Italija,Julijske Alpe,2069,46.4732,13.43532,vrh,1160,24,2620.,10,2
10386,Velika Mojstrovka,Slovenija,Julijske Alpe,2366,46.43601,13.7272,vrh,605231,96,145.,8,1
10392,Slap Boka,Slovenija,Julijske Alpe,680,46.3212,13.4784,slap,524017,92,280.,10,2
10393,Gorejca,Slovenija,Julijske Alpe,680,46.40152,13.59223,slap,325809,74,910.,5,1
10394,Jerebikovec,Slovenija,Julijske Alpe,1593,46.44318,13.95553,"vrh, bivak",529382,92,268.,10,4
103954,Divja koza,Slovenija,Julijske Alpe,2507,46.43031,13.50306,vrh,1440,26,2565.,2,1
10396,Tonovcov grad pri Kobaridu,Slovenija,Julijske Alpe,500,46.25763,13.58033,vrh,407057,82,621.,3,1
10397,Veliki Draški vrh,Slovenija,Julijske Alpe,2243,46.36017,13.87584,vrh,643045,97,114.,10,10
104,Mangart,"Italija, Slovenija",Julijske Alpe,2679,46.43948,13.65457,vrh,975176,99,18.,26,8
1040,Veliki Ozebnik,Slovenija,Julijske Alpe,2480,46.41572,13.67936,vrh,449819,86,478.,4,4
10402,Kukova špica,Slovenija,Julijske Alpe,2427,46.44726,13.85481,vrh,565224,94,198.,10,2
104023,Slap Curk,Slovenija,Julijske Alpe,1115,46.27176,13.63693,slap,108,8,3177.,6,1
10403,Slap Veliki Kozjak,Slovenija,Julijske Alpe,250,46.25801,13.58822,"slap, jezero",439501,85,520.,3,1
10404,Slap Mali Kozjak,Slovenija,Julijske Alpe,230,46.25773,13.58801,slap,297315,70,1020.,2,1
104041,Planina Zapleč,Slovenija,Julijske Alpe,1201,46.28413,13.62875,planina,28,3,3357.,5,1
10405,Dolina Škratov,Slovenija,Julijske Alpe,700,46.30941,13.58232, ,343166,75,848.,10,1
104050,Črni Vogel,"Italija, Slovenija",Julijske Alpe,2422,46.34819,13.44256,vrh,19,1,3419.,7,1
10406,Slap Slatenik,Slovenija,Julijske Alpe,750,46.30815,13.5853,slap,276229,68,1099.,2,1
10407,Belopotoški slap,Slovenija,Julijske Alpe,720,46.3835,13.78111,slap,376409,79,727.,3,1
10410,Gomiščkovo zavetišče na Krnu,Slovenija,Julijske Alpe,2182,46.26526,13.65719,"koča, bivak",476545,88,398.,5,6
10411,Javorca,Slovenija,Julijske Alpe,571,46.23491,13.71976,"planina, cerkev",486897,89,365.,10,1
10412,Izvir Tolminke,Slovenija,Julijske Alpe,695,46.25741,13.72818,planina,418540,83,584.,6,1
10413,Žičnica čez Tolminko,Slovenija,Julijske Alpe,500,46.24838,13.72596, ,257669,66,1169.,1,1
10414,Rombon,Slovenija,Julijske Alpe,2208,46.3672,13.5544,vrh,698595,98,83.,10,5
10415,Čukla,Slovenija,Julijske Alpe,1767,46.35878,13.54751,vrh,476255,88,400.,3,1
10416,Planina Goričica,Slovenija,Julijske Alpe,1336,46.3532,13.54087,planina,373460,79,738.,1,2
10417,Planina na Polju,Slovenija,Julijske Alpe,1530,46.2785,13.67646,planina,378336,79,721.,5,1
10418,Vrh nad Peski,Slovenija,Julijske Alpe,2176,46.2643,13.67794,vrh,487584,89,363.,10,7
10419,Svinjak,Slovenija,Julijske Alpe,1653,46.35041,13.61174,vrh,601849,96,147.,7,1
10420,Jerebica,"Italija, Slovenija",Julijske Alpe,2126,46.39843,13.56475,vrh,713891,98,72.,10,2
10421,Planina Krnica,Slovenija,Julijske Alpe,1252,46.35243,13.5087,planina,401426,81,645.,3,3
10422,Konjc,Slovenija,Julijske Alpe,2289,46.35223,13.46995,vrh,328036,74,898.,4,2
10423,Planja,Slovenija,Julijske Alpe,2453,46.40712,13.78739,vrh,507006,91,312.,4,4
10424,Korita Mlinarice,Slovenija,Julijske Alpe,770,46.40282,13.74513,slap,419984,83,579.,2,1
10425,Izvir Soče,Slovenija,Julijske Alpe,990,46.41185,13.72405,slap,491441,90,356.,5,1
