id,začetna točka,čas,zahtevnost
10172,Koča pri Savici,4 h 45 min,zahtevna označena pot
10172,Planina  Blato,5 h,delno zahtevna označena pot
10172,Planina Blato,5 h,lahka označena pot
10173,Planina Blato,4 h 40 min,lahka označena pot
10173,Koča pri Savici,4 h 30 min,zahtevna označena pot
10173,Planina  Blato,4 h 45 min,delno zahtevna označena pot
10173,Planina Blato,4 h 45 min,lahka označena pot
10175,Zadnjica,4 h 15 min,lahka označena pot
10175,Trenta,4 h 15 min,lahka označena pot
10175,Planina Blato,5 h,lahka označena pot
10175,Koča pri Savici,5 h,zahtevna označena pot
10175,Planina Blato,5 h 15 min,lahka označena pot
10175,Planina Blato,5 h 15 min,delno zahtevna označena pot
10175,Zadnjica,6 h 30 min,zelo zahtevna označena pot
101755,Kal,2 h 20 min,lahka neoznačena steza
101755,Podbrdo,3 h 5 min,lahka neoznačena steza
101755,Kuk,3 h 20 min,lahka neoznačena steza
101755,Bohinjsko sedlo,4 h 50 min,lahka neoznačena steza
101755,Petrovo Brdo,4 h 30 min,lahka neoznačena steza
101755,Vrh Bače,3 h,lahka neoznačena steza
101755,Podbrdo,4 h 30 min,lahka neoznačena steza
101755,Ravne,2 h 55 min,"lahka označena pot, lahka neoznačena steza"
101755,Ravne,3 h 15 min,"lahka označena pot, lahka neoznačena steza"
101755,Bohinjska Bistrica,3 h 50 min,lahka neoznačena steza
101757,Tolmin,30 min,lahka označena pot
101757,Tolmin,30 min,lahka neoznačena steza
101772,Krn,1 h,lahka označena pot
101772,Planina Polog,2 h 15 min,lahka označena pot
101773,Krn,1 h 30 min,lahka označena pot
101773,Planina Polog,2 h 45 min,lahka označena pot
101773,Zatolmin,3 h 30 min,lahka neoznačena steza
101775,Planina Kuhinja,1 h,lahka označena pot
101775,Koča na planini Kuhinja,55 min,lahka neoznačena steza
101776,Planina Kuhinja,1 h 20 min,lahko brezpotje
101776,Koča na planini Kuhinja,1 h 15 min,lahka neoznačena steza
101783,Na Jasi,20 min,lahka neoznačena steza
101786,Kurja vas,40 min,lahka označena pot
101786,Dovje,2 h 10 min,lahka označena pot
101786,Krnica,5 h,lahka neoznačena steza
101787,Zaboršt,1 h,lahka označena pot
101787,Bled,2 h,lahka označena pot
101787,Poljšica pri Gorjah,1 h,lahka označena pot
101787,Bohinjska Bela,1 h 45 min,lahka označena pot
101788,Rudno polje,2 h,lahko brezpotje
101788,Rudno polje,3 h,lahko brezpotje
1018,Vršič,3 h 50 min,zelo zahtevna označena pot
1018,Vršič,3 h 30 min,zahtevna označena pot
1018,Vršič,3 h 30 min,zelo zahtevna označena pot
1018,Koča na Gozdu,5 h,zelo zahtevna označena pot
1018,Vršič,6 h,zelo zahtevna označena pot
1018,Erjavčeva koča na Vršiču,3 h 45 min,zahtevna označena pot
1018,Erjavčeva koča na Vršiču,4 h,zelo zahtevna označena pot
1018,Erjavčeva koča na Vršiču,3 h 45 min,zelo zahtevna označena pot
1018,Vršič,4 h 45 min,zelo zahtevna označena pot
1018,Erjavčeva koča na Vršiču,6 h 15 min,zelo zahtevna označena pot
1018,Erjavčeva koča na Vršiču,5 h,zelo zahtevna označena pot
101811,Slovenski planinski muzej,1 h,izjemno zahtevna označena pot
101811,Slovenski planinski muzej,1 h,zelo zahtevna označena pot
101811,Mojstrana,25 min,lahka označena pot
101811,Mojstrana,30 min,delno zahtevna neoznačena pot
101812,Turkov rovt,2 h 45 min,lahko brezpotje
101812,Dolina Kot,4 h,zahtevna neoznačena steza
101812,Kosmačev preval,6 h 15 min,zelo zahtevna neoznačena steza
101814,Kosmačev preval,3 h 30 min,lahka neoznačena steza
101815,Dolina Kot,2 h,delno zahtevna neoznačena pot
101815,Kosmačev preval,4 h,delno zahtevna neoznačena pot
10184,Stara Fužina,1 h 15 min,lahka označena pot
101880,Planina Mangrt,2 h,delno zahtevna neoznačena pot
101887,Ukanc,3 h,lahka neoznačena steza
101887,Ski hotel Vogel,3 h 15 min,lahka označena pot
101887,Koča pri Savici,4 h 15 min,lahka označena pot
101887,Ukanc,4 h 30 min,lahka označena pot
101887,Ukanc,5 h,lahka označena pot
101888,Planina Kuk,4 h 5 min,delno zahtevna označena pot
101888,Koča pri Savici,6 h 20 min,delno zahtevna označena pot
101888,Ukanc,5 h 5 min,"lahka neoznačena steza, delno zahtevna označena pot"
101888,Ski hotel Vogel,5 h 10 min,delno zahtevna označena pot
101888,Tolminske Ravne,4 h 20 min,zahtevna označena pot
101888,Tolminske Ravne,4 h 10 min,delno zahtevna označena pot
101888,Kneške Ravne,5 h 50 min,"lahka neoznačena steza, delno zahtevna označena pot"
101898,Ski hotel Vogel,30 min,lahka označena pot
101899,Ukanc,2 h 30 min,lahka označena pot
101899,Ski hotel Vogel,30 min,lahka označena pot
1019,Aljažev dom v Vratih,5 h 15 min,zelo zahtevno brezpotje
101900,Ski hotel Vogel,1 h 15 min,lahka označena pot
101900,Ukanc,3 h 45 min,lahka označena pot
101902,Ski hotel Vogel,1 h 40 min,lahka neoznačena steza
101928,Podbrdo,30 min,lahka označena pot
101930,Podmežakla,2 h 30 min,lahka označena pot
101939,Pri Rosu,45 min,lahka označena pot
101939,Pri Rosu,40 min,lahka označena pot
10197,Aljažev dom v Vratih,2 h 30 min,lahka označena pot
10197,Zadnjica,3 h 15 min,lahka označena pot
10198,Koča pri Savici,2 h 45 min,lahka označena pot
10198,Pod Zjabci,4 h 45 min,lahka označena pot
10198,Dom v Lepeni,5 h,lahka označena pot
101989,Stara Fužina,2 h 45 min,lahka označena pot
101996,Rudno polje,1 h 20 min,lahka označena pot
101996,Parkirišče Uskovnica,1 h 30 min,lahka označena pot
101996,Zgornji Goreljek,2 h,lahka označena pot
102,Aljažev dom v Vratih,6 h,zelo zahtevna označena pot
102,Ruski križ,7 h 30 min,zelo zahtevna označena pot
102,Zadnjica,8 h 45 min,zelo zahtevna označena pot
102,Gozd Martuljek ,14 h 30 min,alpinistični vzpon
102,Pišnica,8 h 5 min,zelo zahtevna označena pot
10203,Dolina Kot,4 h,delno zahtevna označena pot
10203,Dolina Krma,5 h 15 min,lahka označena pot
10203,Aljažev dom v Vratih,4 h 20 min,zelo zahtevna označena pot
10203,Aljažev dom v Vratih,4 h 30 min,zahtevna označena pot
10203,Konec ceste na Pokljuki,6 h,zahtevna označena pot
10203,Dolina Krma,5 h,lahka neoznačena steza
10203,Turkov rovt,4 h 10 min,lahko brezpotje
10203,Uskovnica,6 h 35 min,zahtevna označena pot
10203,Uskovnica,6 h 30 min,zahtevna označena pot
10203,Stara Fužina,7 h 45 min,lahka označena pot
10204,Zgornja Sorica,1 h 15 min,lahka označena pot
10204,Bohinjsko sedlo,5 min,lahka označena pot
10204,Bohinjska Bistrica,2 h 30 min,lahka označena pot
10204,Nomenj,2 h 45 min,lahka neoznačena steza
10205,Bohinjsko sedlo,1 h 30 min,lahka označena pot
10205,Bohinjsko sedlo,1 h 15 min,lahka označena pot
10205,Vrh Bače,1 h,lahka označena pot
10205,Petrovo Brdo,2 h 30 min,lahka označena pot
10205,Podbrdo,3 h 15 min,lahka označena pot
10205,Petrovo Brdo,2 h 30 min,lahka označena pot
10205,Kozji hrbet,1 h,lahka neoznačena steza
10205,Podbrdo,3 h 25 min,lahka označena pot
10206,Pišnica,1 h 20 min,lahka označena pot
10206,Ruski križ,45 min,lahka označena pot
10206,Ruski križ,45 min,lahka označena pot
102072,Zadnjica,4 h 55 min,lahko brezpotje
102072,Zadnjica,6 h 35 min,"zelo zahtevna označena pot, lahko brezpotje"
102072,Trenta,4 h 55 min,lahko brezpotje
102072,Koča pri Savici,5 h 40 min,"zahtevna označena pot, lahko brezpotje"
102072,Planina Blato,5 h 40 min,lahko brezpotje
10210,Vršič,4 h,lahka označena pot
10210,Zadnja Trenta,3 h 30 min,lahka označena pot
10210,Bavšica,5 h 45 min,zelo zahtevna označena pot
10210,Loška Koritnica,5 h,zelo zahtevna označena pot
102101,Tolminske Ravne,1 h 30 min,lahka označena pot
102101,Tolminska korita,4 h,delno zahtevna označena pot
102101,Tolminska korita,4 h,delno zahtevna označena pot
102101,Planina Kuk,2 h 30 min,lahka označena pot
102101,Čadrg,2 h 15 min,delno zahtevna označena pot
102101,Kneške Ravne,4 h 15 min,"lahka neoznačena steza, lahka označena pot"
102102,Tolminske Ravne,2 h 45 min,lahka označena pot
102102,Čadrg,3 h 30 min,delno zahtevna označena pot
10211,Poldov rovt,4 h,zahtevna neoznačena steza
102138,Radovna,3 h,lahka neoznačena steza
102139,Radovna,2 h 10 min,lahka neoznačena steza
102152,Breginj ,3 h,delno zahtevna označena pot
102153,Breginj,3 h,lahka označena pot
102154,Breginj,1 h 30 min,lahka označena pot
102157,Breginj ,30 min,lahka označena pot
10216,Aljažev dom v Vratih,3 h,lahka označena pot
10218,Gozd Martuljek,30 min,lahka označena pot
102185,Ribčev Laz,3 h 30 min,lahka neoznačena steza
102185,Javorje,2 h,lahka neoznačena steza
102185,Pod Debelo glavo,2 h 15 min,lahka neoznačena steza
102185,Pod Debelo glavo,2 h 30 min,lahka neoznačena steza
102185,Vodel,2 h 35 min,lahka neoznačena steza
10219,Gozd Martuljek,1 h,lahka označena pot
10219,Gozd Martuljek,1 h,lahka označena pot
1022,Poldov rovt,5 h 30 min,zelo zahtevna neoznačena steza
1022,Poldov rovt,5 h 45 min,zelo zahtevna neoznačena steza
10220,Gozd Martuljek,1 h 45 min,zahtevna označena pot
10220,Gozd Martuljek,1 h 40 min,zahtevna označena pot
10221,Planina Blato,2 h 30 min,lahko brezpotje
10222,Stara Fužina,1 h 45 min,lahka neoznačena steza
10224,Vršič,2 h 15 min,zelo zahtevna označena pot
10224,Vršič,2 h 15 min,delno zahtevna označena pot
10224,Vršič,2 h 15 min,"lahka neoznačena steza, zahtevna označena pot"
10224,Dom v Planici,4 h 45 min,zelo zahtevna označena pot
10224,Erjavčeva koča na Vršiču,2 h 25 min,zelo zahtevna označena pot
102248,Aljažev dom v Vratih ,5 h,alpinistični vzpon
10228,Kranjska Gora,1 h,lahka označena pot
10228,Okrepčevalnica,10 min,lahka označena pot
10228,Rateče,20 min,lahka označena pot
10229,Možnica,50 min,lahka označena pot
1023,Dolina Krma,5 h,lahka označena pot
1023,Rudno polje,5 h 20 min,zahtevna označena pot
1023,Aljažev dom v Vratih,4 h 50 min,zelo zahtevna označena pot
1023,Aljažev dom v Vratih,5 h,zahtevna označena pot
1023,Konec ceste na Pokljuki,5 h,zahtevna označena pot
1023,Dolina Kot,5 h,zahtevna označena pot
1023,Zadnjica,7 h 30 min,zahtevna označena pot
1023,Uskovnica,5 h 35 min,zahtevna označena pot
1023,Uskovnica,5 h 30 min,zahtevna označena pot
10230,Trdnjava Kluže,1 h 15 min,lahka označena pot
102309,Drežniške Ravne,3 h,lahka označena pot
10231,Bavšica,25 min,lahka označena pot
102318,Gozd Martuljek,5 h,alpinistični vzpon
10232,Plužna,10 min,lahka označena pot
102324,Šport hotel,45 min,lahko brezpotje
102325,Šobčev bajer,40 min,lahka označena pot
102325,Bodešče,15 min,lahka označena pot
102326,Šobčev bajer,35 min,lahka označena pot
102326,Bodešče,10 min,lahka označena pot
10233,Log pod Mangartom,25 min,lahka označena pot
10234,Plužna,10 min,lahka označena pot
10235,Žičnica Golobar,10 min,lahka označena pot
102372,Scuglielârs,3 h 30 min,zahtevna označena pot
102372,Rivoli bianchi,5 h,delno zahtevna označena pot
102372,Strada di Foredor,2 h 10 min,delno zahtevna označena pot
102374,Tugliezzo ,4 h 30 min,zahtevna označena pot
102374,Zgornji Pobič / Povici di Sopra,5 h 30 min,zelo zahtevna označena pot
102375,Parkirišče nad Scuglielârsom ,2 h 30 min,lahka označena pot
10240,Vršič,1 h 15 min,lahka označena pot
10240,Dom v Tamarju,2 h 10 min,lahka označena pot
10240,Dom v Tamarju,2 h 10 min,zahtevna označena pot
10240,Erjavčeva koča na Vršiču,1 h 25 min,lahka označena pot
10240,Jasna,3 h 45 min,"delno zahtevna neoznačena pot, zahtevna označena pot"
10240,Koča pri izviru Soče,3 h 25 min,lahka označena pot
10241,Aljažev dom v Vratih,1 h 45 min,lahka označena pot
10242,Koča pri Peričniku,2 h,lahka označena pot
10243,Planina Blato,1 h 30 min,lahka označena pot
10243,Planina Blato,2 h,lahka označena pot
102436,Dovje,35 min,lahka označena pot
102436,Pri Rosu,15 min,lahka označena pot
102439,Kosmačev preval,30 min,lahka označena pot
102439,Krnica,4 h,lahka neoznačena steza
102440,Koča na Gozdu,30 min,lahka označena pot
102442,Blejska Dobrava,30 min,lahka neoznačena steza
102443,Blejska Dobrava,50 min,lahka neoznačena steza
102443,Podhom,45 min,lahka neoznačena steza
102452,Kočna,40 min,lahko brezpotje
102453,Kočna,25 min,lahka neoznačena steza
102457,Kočna,25 min,lahka neoznačena steza
102457,Kočna,30 min,lahka neoznačena steza
10246,Stara Fužina,2 h 45 min,lahka označena pot
10246,Planina Blato,1 h 45 min,lahka neoznačena steza
102463,Blejska Dobrava,1 h 25 min,lahka neoznačena steza
102463,Podhom,40 min,lahka neoznačena steza
102463,Blejska Dobrava,1 h 5 min,lahka neoznačena steza
102468,Kočna,45 min,lahka neoznačena steza
102468,Kočna,50 min,lahka neoznačena steza
102469,Poljane,1 h,lahka neoznačena steza
102469,Kočna,1 h 20 min,lahka neoznačena steza
102469,Trate,1 h,lahka neoznačena steza
10247,Stara Fužina,3 h,lahka neoznačena steza
10247,Planina Blato,1 h 30 min,lahka neoznačena steza
102490,Rečica pri Bledu,40 min,lahka neoznačena steza
102491,Rekarjev rovt,45 min,lahka neoznačena steza
102492,Podmežakla,2 h 15 min,lahka neoznačena steza
102516,MP Rateče,55 min,lahka neoznačena steza
102516,Scicchizza,10 min,lahka označena pot
102516,Ahlete / Aclete,50 min,lahka označena pot
102518,Bohinjsko sedlo,1 h 5 min,lahka označena pot
102518,Bohinjsko sedlo,1 h 10 min,lahka označena pot
102518,Podbrdo,3 h 25 min,lahka označena pot
102518,Petrovo Brdo,2 h 5 min,lahka označena pot
102518,Podbrdo,3 h,lahka označena pot
10253,Dolina Krma,2 h 30 min,lahka označena pot
10254,Konec ceste na Vogar,1 h 30 min,lahka označena pot
10254,Planina Blato,2 h 30 min,lahka označena pot
10254,Stara Fužina,3 h 45 min,lahka označena pot
10254,Konec ceste na Vogar,2 h 20 min,lahka označena pot
10254,Koča pri Savici,3 h 45 min,zahtevna označena pot
10254,Planina Blato,2 h 30 min,lahka označena pot
10254,Ukanc,5 h,izjemno zahtevna označena pot
10255,Planina Blato,1 h 30 min,lahka označena pot
10255,Konec ceste na Vogar,1 h 20 min,lahka označena pot
10255,Koča pri Savici,3 h,zahtevna označena pot
10255,Planina Blato,1 h 40 min,lahka označena pot
10256,Rudno polje,2 h 45 min,zahtevna neoznačena steza
10256,Rudno polje,2 h 35 min,zahtevna neoznačena steza
10256,Konec ceste na Pokljuki,2 h 35 min,zahtevna neoznačena steza
10256,Rudno polje,2 h 35 min,zahtevna neoznačena steza
10256,Rudno polje,3 h 35 min,zahtevna neoznačena steza
10256,Uskovnica,3 h 30 min,zahtevna neoznačena steza
10256,Uskovnica,3 h 10 min,zahtevna neoznačena steza
10256,Srednja vas,4 h 55 min,zahtevna neoznačena steza
102562,Srednja vas,1 h 30 min,"lahka neoznačena steza, lahko brezpotje"
102562,Stara Fužina,1 h 30 min,"lahka neoznačena steza, lahko brezpotje"
10257,Aljažev dom v Vratih,4 h 30 min,delno zahtevna označena pot
10257,Zadnjica,5 h 30 min,delno zahtevna označena pot
10257,Aljažev dom v Vratih,5 h,zahtevna označena pot
10257,Ruski križ,4 h 45 min,zelo zahtevna označena pot
10257,Zadnjica,5 h 45 min,zahtevna označena pot
10257,Aljažev dom v Vratih,4 h 45 min,zahtevna neoznačena steza
10257,Pišnica,5 h 20 min,zelo zahtevna označena pot
102571,Gozdec,3 h 30 min,delno zahtevna neoznačena pot
102576,Podkočna,35 min,lahka neoznačena steza
10258,Zadnjica,4 h 45 min,lahka neoznačena steza
10258,Aljažev dom v Vratih,5 h 15 min,lahka neoznačena steza
10259,Planina Blato,3 h,delno zahtevna neoznačena pot
10259,Stara Fužina,4 h 45 min,delno zahtevna neoznačena pot
10259,Stara Fužina,5 h 30 min,"lahka označena pot, delno zahtevna neoznačena pot"
10259,Konec ceste na Pokljuki,5 h,"lahka označena pot, delno zahtevna neoznačena pot"
10259,Planina Blato,4 h,delno zahtevna neoznačena pot
10259,Uskovnica,5 h 35 min,"zahtevna označena pot, delno zahtevna neoznačena pot"
1026,Dolina Kot,4 h 45 min,zahtevno brezpotje
1026,Aljažev dom v Vratih,5 h 5 min,zahtevno brezpotje
1026,Aljažev dom v Vratih,5 h 15 min,zahtevno brezpotje
1026,Dolina Krma,6 h,zahtevno brezpotje
10260,Planina Blato,2 h,lahka neoznačena steza
10260,Stara Fužina,3 h 45 min,lahka označena pot
102606,Koprivnik v Bohinju,15 min,lahka označena pot
102606,Jereka,1 h 15 min,lahka označena pot
10261,Vršič,20 min,lahka označena pot
10261,Koča na Gozdu,1 h 20 min,lahka neoznačena steza
10261,Koča pri izviru Soče,2 h 30 min,lahka označena pot
10261,Erjavčeva koča na Vršiču,30 min,lahka označena pot
10261,Tonkina koča na Vršiču,50 min,lahka označena pot
10261,Erjavčeva koča na Vršiču,35 min,lahka označena pot
102615,Bohinjska Bistrica,20 min,lahka označena pot
102615,Bohinjska Bistrica,40 min,lahka neoznačena steza
10262,Dom v Tamarju,3 h,zahtevna označena pot
10262,Erjavčeva koča na Vršiču,20 min,lahka označena pot
10262,Koča pri izviru Soče,2 h 10 min,lahka označena pot
10263,Medvedova konta,2 h,lahka označena pot
10263,Medvedova konta,2 h,lahka označena pot
10263,Dolina Krma,2 h 45 min,zahtevna označena pot
10263,Planina Zajavornik,2 h 15 min,lahka označena pot
10263,Šport hotel,3 h 15 min,lahka označena pot
10263,Rudno polje,3 h,lahka označena pot
10263,Rudno polje,3 h,lahka označena pot
10263,Pri Rupah,2 h,lahka označena pot
10263,Pri Rupah,2 h,lahka označena pot
102632,Tolminske Ravne,1 h 45 min,lahka neoznačena steza
102632,Tolminska korita,4 h 15 min,"delno zahtevna označena pot, lahka neoznačena steza"
102632,Tolminska korita,4 h 15 min,"delno zahtevna označena pot, lahka neoznačena steza"
102632,Planina Kuk,2 h 45 min,lahka neoznačena steza
102632,Kneške Ravne,4 h 30 min,lahka neoznačena steza
102632,Čadrg,2 h 30 min,"delno zahtevna označena pot, lahka neoznačena steza"
102633,Tolminske Ravne,1 h 20 min,lahka neoznačena steza
102633,Tolminska korita,3 h 50 min,"delno zahtevna označena pot, lahka neoznačena steza"
102633,Tolminska korita,3 h 50 min,"delno zahtevna označena pot, lahka neoznačena steza"
102633,Čadrg,1 h 55 min,"delno zahtevna označena pot, lahka neoznačena steza"
102637,Jezersko polje,35 min,lahka označena pot
102649,Vodel,1 h 55 min,lahka neoznačena steza
102649,Pod Debelo glavo,1 h 35 min,lahka neoznačena steza
102649,Javorje,3 h 10 min,lahka neoznačena steza
